step,policy_action_0,policy_action_1,policy_action_2,policy_action_3,policy_action_4,policy_action_5,policy_action_6,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,ctrl_0,ctrl_1,ctrl_2,ctrl_3,ctrl_4,ctrl_5,ctrl_6,ctrl_7,ctrl_8,ctrl_9,ctrl_10,ctrl_11,ctrl_12,ctrl_13,ctrl_14
153,0.36115626682037105,0.1452334488162994,0.2580005505557059,-0.07057144552801528,-0.0007965289035693213,-0.020472997142218563,-1.0010419197047948,-0.056508239475031384,0.8098688238615288,-0.4904929972335364,-0.05607657645971108,1.9625639397488537,-0.183180157699055,0.3685506937792436,1.3979881860015395,-0.10155725438670328,-1.1536171887310231,-0.28502857714076213,1.8738634117989326,-0.10170062273105063,0.828998041984729,-0.06922126714295514,0.34793776273727417,0.11330051720142365,0.3673807680606842,-0.04414088651537895,-0.004932360723614693,-0.015364916063845158,-0.9973136782646179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.36115626682037105,0.1452334488162994,0.2580005505557059,-0.07057144552801528,-0.0007965289035693213,-0.020472997142218563,-1.0010419197047948,-0.055931651911744165,0.8101459287719582,-0.4897891844163516,-0.05568827377276108,1.961913461072482,-0.18497674573773007,0.36751981624802305,1.3989967518102007,-0.10155947541848032,-1.1556673522920684,-0.28476093905016275,1.8734035192554739,-0.1019379444209336,0.8284405925053204,-0.06921569603484123,0.2918030619621277,0.07317857444286346,0.3582400679588318,-0.032952260226011276,-0.011346976272761822,-0.011794627644121647,-0.9979098439216614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.36115626682037105,0.1452334488162994,0.2580005505557059,-0.07057144552801528,-0.0007965289035693213,-0.020472997142218563,-1.0010419197047948,-0.05542753666133481,0.8104126082125594,-0.48908505935306684,-0.05528575298281239,1.9612629021692727,-0.1868218173739156,0.36643545986172027,1.3998905344718626,-0.10156616377727555,-1.1577250001934247,-0.28446603677850285,1.8729427941322867,-0.10215475921993013,0.827904264191109,-0.06920927482050489,0.23647768795490265,0.045369215309619904,0.33463576436042786,-0.023129964247345924,-0.01539519801735878,-0.008321343921124935,-0.9998517632484436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.36115626682037105,0.1452334488162994,0.2580005505557059,-0.07057144552801528,-0.0007965289035693213,-0.020472997142218563,-1.0010419197047948,-0.05499892251140433,0.810667021131232,-0.4883817664354747,-0.05486897646136761,1.9606117886669934,-0.18871526226095173,0.3652999871607357,1.400693216618782,-0.10156660725895533,-1.159788709810745,-0.28420951711029313,1.872479755867107,-0.1024178521525318,0.8273300655453653,-0.06920147150517453,0.1973656862974167,0.02297019585967064,0.3018595576286316,-0.015153664164245129,-0.017270084470510483,-0.005987913813441992,-0.9967443346977234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.36115626682037105,0.1452334488162994,0.2580005505557059,-0.07057144552801528,-0.0007965289035693213,-0.020472997142218563,-1.0010419197047948,-0.054643584564933595,0.8109075845916658,-0.4876803419526992,-0.05443796439267168,1.9599597155767547,-0.19065693360789773,0.36411540047857827,1.4014182228212189,-0.10156596560914505,-1.1618589155976227,-0.28395524176774734,1.8720154234845863,-0.10268063837037521,0.8267545870682615,-0.06919398639643669,0.15306127071380615,0.014885838143527508,0.24662891030311584,-0.010982582345604897,-0.025292089208960533,-0.00482435105368495,-0.9994611740112305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.36115626682037105,0.1452334488162994,0.2580005505557059,-0.07057144552801528,-0.0007965289035693213,-0.020472997142218563,-1.0010419197047948,-0.05435122292503437,0.8111332454270995,-0.4869816536292185,-0.053993137977874237,1.9593062166155313,-0.19264591784982096,0.3628838923964172,1.4020719814320495,-0.10156437319760296,-1.1639355819876125,-0.2837030556350189,1.8715498468252205,-0.10294367739523885,0.8261780028369512,-0.06918661846289433,0.13054345548152924,0.013797709718346596,0.21679048240184784,-0.010453925468027592,-0.03054375946521759,-0.003793927375227213,-1.0001603364944458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.36115626682037105,0.1452334488162994,0.2580005505557059,-0.07057144552801528,-0.0007965289035693213,-0.020472997142218563,-1.0010419197047948,-0.05409104302099035,0.8113433787897395,-0.4862864704404383,-0.053535462612893714,1.9586505123628388,-0.19468022310988,0.36160703462655275,1.4026549659667966,-0.10156723167363615,-1.1660194851667507,-0.28342202630883234,1.8710833624011456,-0.10317982013157527,0.8256255378131362,-0.06917929163933484,0.1418212354183197,0.019244862720370293,0.21893839538097382,-0.012941612862050533,-0.026513773947954178,-0.004987351596355438,-0.996080219745636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.053926768132065935,0.8115359227777971,-0.4855967322164508,-0.05306609191988508,1.9579907220235568,-0.19675754033965484,0.3602798638799084,1.4031531148097869,-0.1015688427964035,-1.1681098847058946,-0.28314475772212805,1.8706156266225717,-0.10341877129119681,0.8250695917939467,-0.06917245921669503,-0.022874243557453156,0.06983963400125504,-0.021730339154601097,-0.0022091080900281668,-0.026143457740545273,-0.006437250413000584,-0.9998365044593811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.0538507080137442,0.81170901028229,-0.4849143254868028,-0.05258664954767082,1.957324778685169,-0.19887381841282226,0.35889501227265685,1.4035499531954818,-0.10156933023413567,-1.1702069271194133,-0.2828725627996608,1.8701466827526483,-0.10366674040443444,0.8245071567637746,-0.0691657206416178,0.016771163791418076,0.08154896646738052,0.0091510359197855,-0.007760181557387114,-0.014573345892131329,-0.007364713121205568,-0.9984845519065857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.05378008818880119,0.8118566509708401,-0.48424111577993617,-0.05209617603534578,1.9566504610237418,-0.20103376148557442,0.3574471378519098,1.4038562609226621,-0.10156857044280311,-1.1723105290132223,-0.2826064702312966,1.8696764551143905,-0.10392442946121899,0.823937598264013,-0.0691584579529233,0.055487681180238724,0.08048783242702484,0.050749052315950394,-0.014978267252445221,-0.012416607700288296,-0.005908917635679245,-1.0008140802383423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.053668673279900235,0.811972913853077,-0.48357962298255064,-0.051594654346809744,1.9559646649530102,-0.20323935483693828,0.35592019140439907,1.4039972006874764,-0.10156655736188046,-1.1744205963955932,-0.28234548171588375,1.8692049324497415,-0.10418808387776973,0.8233626834704941,-0.06915109170529293,0.10994434356689453,0.05555063486099243,0.14041395485401154,-0.010700231418013573,-0.014072136022150517,-0.0033855221699923277,-1.0027180910110474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.05348803041969337,0.8120544779405517,-0.482930104992191,-0.05108090846340643,1.9552665706213317,-0.20549479909496787,0.3543150124390025,1.4040478480430751,-0.10156331298138048,-1.1765370955983125,-0.28208889823088235,1.8687323128085067,-0.10445592149467686,0.8227840050618314,-0.06914373147553615,0.16598990559577942,0.04618453234434128,0.21751385927200317,-0.01001480221748352,-0.015874840319156647,-0.002723884768784046,-1.0043342113494873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.05323148985371662,0.8120973524001007,-0.482292502986178,-0.050552343316974536,1.9545561204457325,-0.2078088496626691,0.35263911708392176,1.4040668934400877,-0.10155895026930283,-1.178659946454721,-0.2818361083393285,1.8682585266119578,-0.10472639874789001,0.822202338528444,-0.06913641405945596,0.2082323133945465,0.03831436485052109,0.2682795226573944,-0.006525654345750809,-0.017373153939843178,-0.0024709238205105066,-1.0054302215576172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.052914454028919464,0.8120982251775131,-0.4816669403947963,-0.05000694372697277,1.9538332804953666,-0.21018834538213788,0.3508984744234451,1.4040748986677178,-0.10155886843975272,-1.1807899248120963,-0.281555354981371,1.867783654448874,-0.10497032350969683,0.8216439287367059,-0.06912912250475921,0.22516556084156036,0.03186750411987305,0.2709181606769562,-0.002161563839763403,-0.028461169451475143,-0.001523236627690494,-0.9989848136901855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.05257511601358525,0.8120548884509567,-0.4810535133996876,-0.0494432278240697,1.9530981000174772,-0.21263830890066074,0.34909799480335973,1.4040790622450643,-0.10155202815559104,-1.1829256441432858,-0.2813146800302129,1.8673075287584895,-0.10525793944693414,0.8210492772703092,-0.0691216172348542,0.20125050842761993,0.019616257399320602,0.2417495995759964,-0.0004106338310521096,-0.04388737305998802,-0.002885346533730626,-1.0003286600112915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.05225593020484948,0.811966624825459,-0.480452032102985,-0.04886029537207422,1.952350762581526,-0.21516145521707056,0.34724158931631166,1.4040818943993891,-0.10154946777790763,-1.185068369315435,-0.2810439782084193,1.8668304746748767,-0.10551258304515025,0.820481647773247,-0.06911439131193307,0.16037802398204803,0.011424235068261623,0.19681279361248016,-0.00044772468390874565,-0.05975314974784851,-0.004679569508880377,-1.001137137413025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,-0.022874242627650587,0.0698396371135711,-0.021730339844346136,-0.002209108198346771,-0.02614345745380317,-0.0064372502151570365,-0.9998364774839879,-0.05198240408891926,0.8118338159840457,-0.4798622124402397,-0.04825800223619752,1.9515910508961432,-0.21775605227828299,0.34533272712595914,1.4040842623993866,-0.10154564862377805,-1.187217512861014,-0.28078039276189926,1.866352104993474,-0.10577820739804417,0.819905686207177,-0.06910698893411636,0.12108910083770752,0.008644433692097664,0.16170287132263184,-0.0006722459220327437,-0.07108070701360703,-0.00512781972065568,-1.003109097480774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.05179042816959699,0.8116604493550068,-0.47928287855871804,-0.04763749918872625,1.9508190586334033,-0.2204159053590773,0.34337836414625145,1.4040864482684805,-0.10154051374350205,-1.1893730121432355,-0.2805228061978261,1.8658725834036576,-0.10605084421990263,0.8193237733389217,-0.06909960703370462,0.0342145673930645,0.16472096741199493,0.09703865647315979,-0.03604372590780258,-0.00047720293514430523,-0.01923348382115364,-1.0033283233642578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.05163920802969509,0.8114498273656835,-0.47871271890344397,-0.04699904404343379,1.95003486994786,-0.2231382276491982,0.3413844866179372,1.4040885603173658,-0.10153412454045434,-1.1915347927123963,-0.28027032426340837,1.8653919279181406,-0.1063278882175177,0.8187374738621866,-0.06909229190830615,0.09401468187570572,0.11995086073875427,0.19565655291080475,-0.032129090279340744,0.0006533737177960575,-0.017154810950160027,-1.000768780708313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.05147148635669169,0.8112022048307074,-0.47815102282211736,-0.04634165122852022,1.94923801737447,-0.22592393221700827,0.33935488105582484,1.4040906440033056,-0.10153151267263846,-1.1937032857163474,-0.279982881650887,1.8649108135377888,-0.10655244254535694,0.8181882053937906,-0.06908774721381053,0.1173778623342514,0.08310164511203766,0.26475659012794495,-0.025698037818074226,0.0011416010092943907,-0.01724822446703911,-0.9981827735900879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.051280666474613296,0.8109185500666629,-0.47759681888080385,-0.0456644925083444,1.9484283028096274,-0.228773705635688,0.3372924498924859,1.4040927110772312,-0.10152815461611667,-1.1958783120741325,-0.2797052408441287,1.8644280445824637,-0.10680042668478663,0.8176247804590054,-0.06908107385997876,0.12958046793937683,0.07462615519762039,0.28306156396865845,-0.023310694843530655,-0.00012588483514264226,-0.014766273088753223,-1.0006120204925537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.051066227660618295,0.8105990135853565,-0.477049072673078,-0.04496622529351628,1.9476054873263358,-0.23168994618820332,0.3351990904793937,1.4040947697715125,-0.10151848729907097,-1.1980592686899874,-0.279477327483449,1.863943317500495,-0.10712221242292459,0.8170085077216923,-0.06907103164745164,0.1452743411064148,0.06607931852340698,0.28697580099105835,-0.023239795118570328,-0.003486876143142581,-0.01287169847637415,-0.9996604919433594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.05081315725098531,0.8102436204183152,-0.4765067549529693,-0.044244957193693174,1.946769503902933,-0.2346776337508105,0.33307523753770485,1.4040968219187202,-0.10151233946918987,-1.2002467478321088,-0.27920854710200044,1.8634586386618144,-0.10737266438482133,0.8164393336643244,-0.0690660034436465,0.18684121966362,0.06000370532274246,0.2976687550544739,-0.022996380925178528,-0.00238092802464962,-0.01017638947814703,-1.0008152723312378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.05050603051971384,0.809856168845694,-0.47596812487828605,-0.04350110391458573,1.9459209379220326,-0.23773383555778624,0.3309234021966088,1.4040988507464234,-0.10151219657101225,-1.2024383658699838,-0.27886407469271235,1.8629879046537108,-0.1075296390631961,0.8159092484571605,-0.06906440978254312,0.22525060176849365,0.04260510206222534,0.2869572639465332,-0.01531771570444107,-0.001167639740742743,-0.00822847243398428,-1.001587152481079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.05014985540220852,0.8094410296838226,-0.47543153770948626,-0.04273581832276565,1.9450604391452555,-0.24085328903669104,0.3287465132185704,1.4041008554427585,-0.10150503647174744,-1.2046343287623043,-0.27857384527627893,1.8625235933647857,-0.10779347563962077,0.8153030655690298,-0.06905459242568066,0.2425520420074463,0.01767190545797348,0.25020694732666016,-0.0051035513170063496,-9.316156501881778e-05,-0.005829694680869579,-1.0012704133987427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.04977359776997736,0.8090020887111854,-0.4748963067058955,-0.04195116952047686,1.944188308360347,-0.24402848833569815,0.32654743245782375,1.4041028599814374,-0.1014832210527145,-1.2068327307948072,-0.2783541645060276,1.862069677231586,-0.10812979041246937,0.8146186218914399,-0.06904649903010406,0.22433391213417053,0.007689380086958408,0.20142169296741486,-0.0022324416786432266,-0.0004427040694281459,-0.006428864784538746,-1.0004981756210327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.03421456554174418,0.16472097284746168,0.09703865531039235,-0.03604372440173366,-0.00047720293176797823,-0.019233484312194682,-1.0033283744767905,-0.04941584302859506,0.8085409264586273,-0.4743616832030477,-0.041147405607605284,1.943304838667191,-0.247259289668553,0.3243273356984901,1.4041048839310197,-0.10144976777377405,-1.2090343505500556,-0.27820318830083407,1.8616212717853067,-0.10854400588643501,0.8138755116347733,-0.06903479424387113,0.18434618413448334,-0.001672873506322503,0.16159895062446594,-0.0019395911367610097,-0.0021969026420265436,-0.006482916884124279,-1.001754641532898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.049308386649995,0.8080580531895257,-0.4738288529026144,-0.04032859486353215,1.94241207413991,-0.25053197258983706,0.32215674362049546,1.4041070022629094,-0.10141223761247162,-1.211241623351028,-0.27807365297193126,1.8611673292336313,-0.10894367140908014,0.8131521328521184,-0.06902622709414764,-0.25193023681640625,-0.025386102497577667,-0.2919335663318634,0.01216844655573368,-0.004151117522269487,0.02670290134847164,0.9949837327003479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.04944126965211282,0.807554459667114,-0.47329736269602457,-0.039493652002112946,1.9415097259263931,-0.2538512438967953,0.32001654816249614,1.404109121237253,-0.10150926988759948,-1.2132265561216085,-0.27771776992224956,1.8606250906945638,-0.10923304052055184,0.812458210318916,-0.0690208546365424,-0.16312198340892792,-0.01410106010735035,-0.19028058648109436,0.004600909538567066,-0.003950777463614941,0.01934349536895752,-0.9998486638069153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.049579987995757385,0.8070348683850035,-0.4727638442204616,-0.038637553728772624,1.9405969981679143,-0.2572367121922306,0.31783074074920536,1.404111179340038,-0.10175078285510819,-1.2149141486677384,-0.27721975292632717,1.859978600578446,-0.10963243596978048,0.8117273134699212,-0.0690082855310717,-0.025850169360637665,0.004987390246242285,-0.020840080454945564,-0.0019684259314090014,-0.008234464563429356,0.0016249370528385043,-1.0013492107391357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.04965252226673028,0.8065041861497668,-0.4722264856421333,-0.03775945169148082,1.9396753592727414,-0.2606938747916435,0.3156020321291936,1.4041132072967946,-0.10208657267548712,-1.216344638117856,-0.27671998349064864,1.8592595588502074,-0.11028468616328935,0.8109739434802097,-0.06898810474369198,0.0037933329585939646,0.01700090989470482,0.018357446417212486,-0.0036576346028596163,-0.00975021068006754,-0.0008173049427568913,-1.0065281391143799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.049672724571152016,0.8059649434450862,-0.4716848633796326,-0.03685841253114325,1.9387456614559235,-0.26422853321125994,0.31333198637483567,1.4041152357815998,-0.10248641456397097,-1.217552395442068,-0.2762646033829866,1.8584933495922873,-0.11116915091611881,0.8102316265846942,-0.06896581416678026,0.023159071803092957,0.027525994926691055,0.03796897456049919,-0.006714748218655586,-0.0060802544467151165,-0.00022401646128855646,-1.0032520294189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.04963706016573201,0.8054178404776023,-0.4711388852277295,-0.03593261935793844,1.9378085059217653,-0.2678496798576365,0.3110208891637096,1.4041172883514252,-0.10293855412625859,-1.2185666831888224,-0.2757336374727167,1.8576966416863714,-0.1119651913862585,0.8095222813558077,-0.06895192630997637,0.06949003785848618,0.02879999205470085,0.0970650240778923,-0.01151571050286293,-0.005777974147349596,-0.000643657345790416,-1.0030843019485474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.049525148777415914,0.8048627024396617,-0.4705878549479201,-0.03497896525747409,1.9368646887116627,-0.2715705493831285,0.3086680228214675,1.4041193665847977,-0.10343252202076379,-1.219417560564946,-0.2751109267458053,1.8568774764475124,-0.11262120232560549,0.8088476579048021,-0.0689427708892544,0.13168784976005554,0.025926589965820312,0.17708393931388855,-0.013781326822936535,-0.006475252564996481,-0.0012681643711403012,-1.0017104148864746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.04932578692848258,0.8042975302553804,-0.4700317830166692,-0.03399409508114579,1.9359146022423392,-0.27540532929627226,0.306271872900789,1.4041215008417332,-0.10395163005470748,-1.2201334875453673,-0.27448978947319747,1.8560454021725417,-0.11330374838615885,0.8082090494226564,-0.06893236851982819,0.18530263006687164,0.018923353403806686,0.22936473786830902,-0.01200940553098917,-0.0035296576097607613,-0.001149307587184012,-1.004516839981079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.04905598294034592,0.8037230822359928,-0.46947198577233223,-0.03297920879746787,1.9349578189329482,-0.2793510966508315,0.3038334352551369,1.4041237004849423,-0.10448735251984761,-1.2207375656547603,-0.2738826070811712,1.855206641712281,-0.11402510477958186,0.8076051842302229,-0.06891826030274413,0.2025197148323059,0.0054514468647539616,0.21363213658332825,-0.0015583360800519586,-0.021522991359233856,-0.00033433714997954667,-1.004015564918518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,-0.25193024560761457,-0.025386102288961432,-0.291933577718854,0.01216844679617668,-0.004151117537961546,0.02670290218998811,0.9949837534472943,-0.04876310225971773,0.8031380429073735,-0.4689097666989703,-0.03193476266817585,1.933993682370374,-0.28340709229188626,0.30135384099072826,1.4041259844361118,-0.10502688669633589,-1.2212475472733666,-0.2733122970973141,1.8543840050722222,-0.11480991998734419,0.8070435293128517,-0.06890350180101804,0.1709727644920349,0.001373865408822894,0.15429462492465973,0.00013938790652900934,-0.047208599746227264,-0.0008278317982330918,-1.002159595489502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.06659237244218574,0.024950862275063934,0.005234227471113129,-0.022256326472210528,0.02620470516773546,0.025203475940576592,-1.0049895820775032,-0.04852590494983521,0.802542122637713,-0.46834589986392866,-0.030861702754634332,1.9330219815164058,-0.2875705435465558,0.2988352152350591,1.404128344652288,-0.10556566748703584,-1.2216783938475595,-0.2727392816199574,1.85358350012274,-0.11554157052910904,0.8065234979007389,-0.06889511485751489,0.06659237295389175,0.024950861930847168,0.005234227515757084,-0.02225632593035698,0.026204705238342285,0.02520347572863102,-1.0049896240234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.06659237244218574,0.024950862275063934,0.005234227471113129,-0.022256326472210528,0.02620470516773546,0.025203475940576592,-1.0049895820775032,-0.04835691452680337,0.8019358612201323,-0.4677802779041494,-0.029761052347312307,1.9320426905069978,-0.29183797571997594,0.29628027336299345,1.404130775078022,-0.10610564720210648,-1.2220459190438062,-0.272149861292955,1.852790854424014,-0.11618701007963596,0.8060306920742829,-0.06888755608400736,0.0634206086397171,0.019609495997428894,0.02990652248263359,-0.016576271504163742,-0.0014357552863657475,0.004153022542595863,-0.9990003705024719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.06659237244218574,0.024950862275063934,0.005234227471113129,-0.022256326472210528,0.02620470516773546,0.025203475940576592,-1.0049895820775032,-0.04821946483486478,0.8013199201810459,-0.467212095633069,-0.02863358667766728,1.9310557243464175,-0.29620631341569187,0.29369177548970954,1.4041332703850689,-0.10664329027237923,-1.2223636371612012,-0.27158412762415773,1.8520064226673367,-0.116841258885498,0.8055613091050828,-0.06887657408333685,0.0660657063126564,0.02705986611545086,0.03408021107316017,-0.017237145453691483,-0.013254732824862003,0.001041873823851347,-0.9987792372703552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.06659237244218574,0.024950862275063934,0.005234227471113129,-0.022256326472210528,0.02620470516773546,0.025203475940576592,-1.0049895820775032,-0.0480864550496474,0.8006956317879237,-0.46664046510159457,-0.02748060799663286,1.9300610874836734,-0.3006703908277667,0.2910727689986857,1.4041358242257922,-0.10717468810540062,-1.222640918696471,-0.2710349497696783,1.8512351341814717,-0.11746709755879098,0.8051154282923803,-0.06886772219036236,0.08377030491828918,0.03526407480239868,0.034251950681209564,-0.02052735723555088,-0.01874450221657753,0.0014090463519096375,-0.9991808533668518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.06659237244218574,0.024950862275063934,0.005234227471113129,-0.022256326472210528,0.02620470516773546,0.025203475940576592,-1.0049895820775032,-0.047931179553785654,0.8000653439270088,-0.466064145360731,-0.026304039397932494,1.929058934453376,-0.30522228986906164,0.28842701528134856,1.4041384245726687,-0.10770124260298695,-1.222886156819555,-0.2704746115733553,1.8504761741328897,-0.11801585604639753,0.8046871432144237,-0.06886133284181067,0.11738840490579605,0.028559748083353043,0.04058908298611641,-0.023037493228912354,-0.008920357562601566,0.0010271241189911962,-1.0033164024353027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.06659237244218574,0.024950862275063934,0.005234227471113129,-0.022256326472210528,0.02620470516773546,0.025203475940576592,-1.0049895820775032,-0.04774443432571729,0.7994292198255019,-0.4654815825765172,-0.02510670491550574,1.9280514802982152,-0.3098509195500296,0.2858259175871975,1.404141110104084,-0.10822166939798865,-1.2231062637636447,-0.2699054042629679,1.849739864444973,-0.11852248175447569,0.8042810099883535,-0.06885499813900833,0.13286277651786804,0.015847602859139442,0.04463192820549011,-0.02034860849380493,-0.002093072049319744,-0.0009078237344510853,0.9966151714324951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.06659237244218574,0.024950862275063934,0.005234227471113129,-0.022256326472210528,0.02620470516773546,0.025203475940576592,-1.0049895820775032,-0.0475318378389223,0.7987444797096205,-0.4649191517999931,-0.023860875866268238,1.9270346243339722,-0.3146870872043457,0.283260799398367,1.4041443105817402,-0.10873244252651977,-1.2233094360856946,-0.26938534938294306,1.8490237820366853,-0.11910612400708542,0.803888401735576,-0.06884378910930548,0.1429009884595871,0.003612785367295146,0.08036065101623535,-0.013327865861356258,-0.0035643756855279207,-0.0003606994869187474,0.9984449148178101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
