step,policy_action_0,policy_action_1,policy_action_2,policy_action_3,policy_action_4,policy_action_5,policy_action_6,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,ctrl_0,ctrl_1,ctrl_2,ctrl_3,ctrl_4,ctrl_5,ctrl_6,ctrl_7,ctrl_8,ctrl_9,ctrl_10,ctrl_11,ctrl_12,ctrl_13,ctrl_14
73,-0.14334684360194216,0.02323412347233289,-0.24962681821954258,-0.0077828358552955584,-0.032479685634336175,-0.05311010834371538,0.9962588000043631,-0.05146070523556989,0.7606437301427481,-0.5520646163018001,-0.06403338574844186,2.0461028717740692,-0.12670025858084538,0.45833456340675116,1.1237755441363488,-0.09557546705848027,-1.0171523848869137,-0.30349188077053074,1.9034987094803455,-0.08673137093605496,0.8687580956634343,-0.0698310345828623,-0.10361373424530029,-0.0005100917187519372,-0.18768082559108734,-0.0014695118879899383,-0.07553570717573166,-0.06760235875844955,1.0019789934158325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-0.14334684360194216,0.02323412347233289,-0.24962681821954258,-0.0077828358552955584,-0.032479685634336175,-0.05311010834371538,0.9962588000043631,-0.05163545360362733,0.763618235493696,-0.5506921657823652,-0.0643001509176509,2.044677974851773,-0.1254416555003412,0.4559833095170303,1.1298133626720632,-0.09578156664022586,-1.018364274723358,-0.30376924335744443,1.903233743298533,-0.08691293456558272,0.8682234566962024,-0.0698232811787289,-0.1407407522201538,-0.006108871661126614,-0.2411353588104248,-0.00028308594482950866,-0.08212725818157196,-0.07428397238254547,1.0008000135421753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-0.14334684360194216,0.02323412347233289,-0.24962681821954258,-0.0077828358552955584,-0.032479685634336175,-0.05311010834371538,0.9962588000043631,-0.05187495718815422,0.7663064616014479,-0.5493889660510188,-0.06452665184254815,2.0432326623944332,-0.12440116341305604,0.4537144193247434,1.1357560754626193,-0.0959974159527377,-1.0195916557857292,-0.3039312981774267,1.9029729258861214,-0.08699901640969585,0.8677742395854343,-0.06981970163365586,-0.1996394544839859,-0.0025107909459620714,-0.29638487100601196,0.001654519117437303,-0.06416983902454376,-0.0735822319984436,0.9968909621238708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,-0.14334684360194216,0.02323412347233289,-0.24962681821954258,-0.0077828358552955584,-0.032479685634336175,-0.05311010834371538,0.9962588000043631,-0.05218770001071495,0.7687458380383005,-0.5481451918613468,-0.06471809242450627,2.041773200351645,-0.1235481881622805,0.4515168410667215,1.1416048856281513,-0.0962289702828214,-1.020836008587485,-0.3039562469319541,1.902718543630414,-0.08699873395772048,0.8674153915171016,-0.06981732870703035,-0.23861339688301086,0.002495446940883994,-0.3267049491405487,-0.00033042425638996065,-0.04700087755918503,-0.06999801099300385,0.9924029111862183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-0.14334684360194216,0.02323412347233289,-0.24962681821954258,-0.0077828358552955584,-0.032479685634336175,-0.05311010834371538,0.9962588000043631,-0.052566527057864736,0.770966705705926,-0.5469532408906183,-0.06487863424892945,2.0403043422715412,-0.12285931218796968,0.44937918524025217,1.1473606975053878,-0.09647253024547514,-1.0220983474153889,-0.30386896534081576,1.9024691398354707,-0.0869573536141584,0.8671142215583375,-0.06981433386185254,-0.2711716890335083,0.010486944578588009,-0.3337917625904083,-0.0007126406999304891,-0.036645617336034775,-0.07091238349676132,0.9985368847846985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,-0.14334684360194216,0.02323412347233289,-0.24962681821954258,-0.0077828358552955584,-0.032479685634336175,-0.05311010834371538,0.9962588000043631,-0.053033768759341786,0.7729933345947329,-0.5458074584802255,-0.06501148073624562,2.038829955779775,-0.12231708475434501,0.44729757255653374,1.153027241030395,-0.09672440341250936,-1.023379503941363,-0.3036882582878143,1.90222370212145,-0.08690038802057996,0.8668495395760033,-0.06981042487983896,-0.35805419087409973,0.028373287990689278,-0.3444327712059021,-0.001820863806642592,-0.032158177345991135,-0.07368647307157516,0.9979352355003357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,-0.14334684360194216,0.02323412347233289,-0.24962681821954258,-0.0077828358552955584,-0.032479685634336175,-0.05311010834371538,0.9962588000043631,-0.05361628760298825,0.7748500615350692,-0.5447014814797047,-0.06512008594693745,2.0373539937914975,-0.12190279277583078,0.4452687920052716,1.158614855253371,-0.09698123022604431,-1.0246801479239651,-0.3034287363974442,1.901981407793301,-0.08684185595315451,0.8666076038458246,-0.06980571298191139,-0.4358839690685272,0.05886697396636009,-0.3608182966709137,-0.00021045321773272008,-0.029823722317814827,-0.07778123766183853,0.9957398772239685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.05422373824858763,0.7765601959785395,-0.5436295292448193,-0.06520819709460941,2.0358802553672035,-0.12159839308280156,0.44329037927522363,1.164133193054389,-0.09724011201907595,-1.0260008029136778,-0.30310201966890493,1.9017415094255627,-0.08678912937115997,0.8663794996486528,-0.06980037157459516,-0.3221369981765747,0.27893370389938354,-0.5717751979827881,-0.03050781972706318,-0.0028026015497744083,0.012817456386983395,0.999670147895813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.05475797969479777,0.7781404449253215,-0.5425877800017418,-0.06527816785362264,2.034411300476633,-0.12139219985535332,0.44135954314813824,1.1695844698279703,-0.09749863483232199,-1.027341860491499,-0.30271752842727556,1.901503290770258,-0.08674577401719175,0.866159442480971,-0.06979454886685828,-0.2441272884607315,0.16830702126026154,-0.4227750897407532,-0.014160261489450932,-0.0012415569508448243,-0.005335400812327862,0.9944071173667908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.05518385308475051,0.7796022746692871,-0.5415735991500795,-0.06533114137454686,2.0329486595331407,-0.12127734346416082,0.43947342993685756,1.1749697977823543,-0.0977548417418128,-1.0287035941598506,-0.3022830175301315,1.9012660558348355,-0.08671320969992519,0.8659436789315067,-0.06978835592257525,-0.15932780504226685,0.13242162764072418,-0.280682772397995,-0.01080696377903223,-0.00219413498416543,-0.01946094259619713,0.9986067414283752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.0554828986840751,0.7809593754685032,-0.5405832882187536,-0.06536896003440228,2.031494369164779,-0.12124422950057409,0.4376294857095244,1.1802928617478334,-0.0979894889684276,-1.030084093905917,-0.30190658133983,1.9010199474086462,-0.08679175240295978,0.8656310918397527,-0.06977753263464091,-0.07552298158407211,0.1342450976371765,-0.17962054908275604,-0.010789535939693451,-0.002963094972074032,-0.03359704092144966,0.9968629479408264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.055670107594730914,0.7822241196079002,-0.5396136585727058,-0.06539349002363415,2.0300501569407814,-0.12128367877958995,0.43582584052499557,1.1855618761351778,-0.09819384134593907,-1.0314813252057529,-0.301626884738882,1.9007607502478383,-0.08697969323191095,0.8652059527493743,-0.06976481119077191,-0.036435119807720184,0.1365830898284912,-0.13717953860759735,-0.009553428739309311,-0.008399982005357742,-0.04670843109488487,0.9996057748794556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.055785658954820176,0.7834056616166102,-0.5386627910928922,-0.06540603356317157,2.028617346482537,-0.12138924551485153,0.43406428493344984,1.1907822324952537,-0.09836985924610879,-1.0328940908353188,-0.3014291878579185,1.900489112256115,-0.08723331112946611,0.8647013899125994,-0.0697521908120076,-0.027793491259217262,0.10862994939088821,-0.16897758841514587,-0.004467894788831472,-0.014334067702293396,-0.05668238550424576,1.0015895366668701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.0558770015939115,0.7845105217810847,-0.5377296476576062,-0.06540737236660452,2.027196656053152,-0.12155666191955013,0.43234205574991863,1.195949965138499,-0.09852049238912468,-1.0343214373884717,-0.3013007869391866,1.9002054770119372,-0.08752577299487187,0.8641427614294769,-0.06974013606455355,-0.05179297924041748,0.04315062239766121,-0.25043678283691406,0.0007150626624934375,-0.019032618030905724,-0.06697393953800201,1.0019422769546509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.055968438558689985,0.7855464669448262,-0.5368124472763995,-0.06539864434394839,2.0257889202892216,-0.12177993743187682,0.43065245078465225,1.2010593629134407,-0.09864893899971762,-1.0357624313615388,-0.3012305165985336,1.8999105504622347,-0.0878399583345668,0.8635480560782984,-0.06972871326017703,-0.05560918524861336,0.01534056942909956,-0.26911935210227966,0.003322301898151636,-0.032661132514476776,-0.07279282808303833,0.9990048408508301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.0560529725288526,0.7865188265404998,-0.5359104017508108,-0.06538060084081396,2.024394632644755,-0.12205581116580212,0.42899510342690783,1.2061115799063935,-0.0987584518938375,-1.0372161324179798,-0.3012084145915541,1.8996049205179595,-0.08816430834028607,0.8629296075721157,-0.06971788181541858,-0.03933418542146683,0.0033286770340055227,-0.23191022872924805,0.003409935859963298,-0.04912785813212395,-0.07735268026590347,0.998142659664154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,-0.3221369979223013,0.2789337161071299,-0.5717751989079713,-0.030507820086882603,-0.002802601650764569,0.012817456825977347,0.9996701275942326,-0.056125176861827435,0.7874352320885523,-0.5350214635029299,-0.06535449585443676,2.0230145796693653,-0.12237833316531035,0.4273644824910048,1.2111044455176245,-0.09887199388165402,-1.0386835197171602,-0.30111011126120646,1.8992987996174904,-0.08837312105831566,0.8624039701708086,-0.06971261216744774,-0.03397537022829056,-0.005910124164074659,-0.191372811794281,0.0034752129577100277,-0.08575014770030975,-0.08275162428617477,0.9945701956748962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.05621371550757709,0.7883005807382406,-0.5341450817733768,-0.065321198995375,2.021649296880905,-0.12274409613732919,0.42576133913670816,1.2160398987618557,-0.09899932851162811,-1.0401658388028447,-0.30089965320169537,1.8989956198308813,-0.08847216694128046,0.8619836066473902,-0.06970929387217949,-0.08057170361280441,0.07676076889038086,-0.2585713863372803,0.0032747345976531506,-0.0032627014443278313,0.00614363607019186,0.9981006979942322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.056319749896493465,0.7891201542224144,-0.5332802267141568,-0.06528161429280012,2.0202994631610935,-0.12314900685366187,0.424186025119592,1.2209193079166725,-0.09913837214447521,-1.0416636353825828,-0.3005992958968252,1.898694336770296,-0.08851369658995592,0.8616308265669147,-0.06970564052077505,-0.06463340669870377,0.04357456415891647,-0.16703572869300842,0.00028018199373036623,-0.002162644173949957,-0.00012357410741969943,0.9995065927505493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.05641528979408923,0.7898996565144172,-0.5324251410347999,-0.06523661843286759,2.0189657446661733,-0.12358841716849292,0.4226371412162859,1.225743744467769,-0.09926799839943402,-1.0431751860319611,-0.3003339216730925,1.898385157614212,-0.08863684768616827,0.8612157233270841,-0.0696965467733828,-0.04070008546113968,0.02265302836894989,-0.07201256603002548,-0.0006911843083798885,-0.0016393748810514808,-0.005013864487409592,1.0007354021072388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.056484259262181875,0.7906419171921941,-0.5315794450652804,-0.0651866310832745,2.0176481994301274,-0.1240604230151165,0.4211144413811088,1.2305151677663926,-0.0993779980345881,-1.0446986752208554,-0.30014924978961516,1.898064347366033,-0.08885516363556484,0.860709235322608,-0.06968505345408117,-0.016844425350427628,0.016041859984397888,-0.02497706562280655,-0.0006432203226722777,-0.0016938021872192621,-0.011113218031823635,1.0045477151870728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.05652213428580649,0.7913497233757235,-0.5307428098085278,-0.06513231301817865,2.016346883787613,-0.12456162618757029,0.4196172505668308,1.2352340906737174,-0.09947963503082875,-1.0462342394270523,-0.2999723353399991,1.8977374317420366,-0.08906664009054337,0.8601973261690613,-0.06967603316956825,0.001394077087752521,0.01881657913327217,-0.0034155119210481644,-0.0004249330086167902,-0.0008467470179311931,-0.01658049412071705,0.9981809258460999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.056535044153659335,0.7920264216152179,-0.5299145509919202,-0.06507432667627024,2.015061925568697,-0.12508890831360334,0.41814306737380247,1.2399000596283845,-0.09958333472340877,-1.047783028163448,-0.29975098529683375,1.8974092267333702,-0.08923423202844097,0.8597251308796391,-0.06966872146621476,0.007979079149663448,0.025007357820868492,0.057642631232738495,-0.0003756947407964617,-0.0015642147045582533,-0.016516955569386482,0.9960260391235352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.05652270599189735,0.792675547433481,-0.5290936966914833,-0.06501323643954568,2.0137935791983126,-0.12563967276074864,0.4166923891360796,1.2445169663337259,-0.09968387551107712,-1.049344350981163,-0.29951963895480943,1.8970770520068891,-0.08939913710612224,0.8592558821520606,-0.06966115004300848,0.02937016822397709,0.02289041131734848,0.23620927333831787,-0.005578155629336834,-0.025337114930152893,-0.014231696724891663,0.9957266449928284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.05645452303156232,0.7932983678567973,-0.528280226289117,-0.06494914266624142,2.012541661003479,-0.1262135864059727,0.41526648434458246,1.2490875909300339,-0.09977642280767791,-1.050917292838783,-0.29930509719354953,1.896738924766422,-0.08958212162620545,0.8587667763958963,-0.06965341571163214,0.09840299934148788,0.026686448603868484,0.364220529794693,-0.0020860927179455757,-0.03406592458486557,-0.012770667672157288,0.9965177774429321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.05627486658017907,0.7938977215434735,-0.5274734656912786,-0.06488254431231741,2.011306358694382,-0.12680815358845635,0.41386636339480487,1.2536149146807136,-0.09986613132573119,-1.0525023154672983,-0.29908217779132035,1.8963970313322578,-0.08976536366344615,0.8582788353078619,-0.06964519484274208,0.21150769293308258,0.029774636030197144,0.4102436602115631,-0.000996289076283574,-0.05153731256723404,-0.021509166806936264,1.0011084079742432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,-0.0805717003526093,0.07676076929128162,-0.25857137425392873,0.003274734655311473,-0.0032627013591288445,0.006143636097533628,0.9981006928341389,-0.05596190014797449,0.7944753180365655,-0.5266732850126837,-0.06481378249021885,2.010087417353468,-0.1274216091575694,0.4124862175043328,1.258093013140097,-0.0999533519353428,-1.0540991468935257,-0.2988484116669173,1.8960516678609096,-0.08994239231269842,0.8577964085620504,-0.0696370357598454,0.2837398946285248,0.007108926773071289,0.38677743077278137,-0.0017213649116456509,-0.07285049557685852,-0.0316661037504673,1.0002613067626953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.05592266927435105,0.7950298235653828,-0.5258818565593906,-0.0647430109953673,2.008884373411913,-0.128053201542427,0.4111268530862393,1.2625173914052954,-0.10003796149234977,-1.055707496519324,-0.2986037133320207,1.8957030651474036,-0.09010912048745481,0.8573216296038307,-0.06962972901767997,-0.4182227551937103,0.014336074702441692,-0.6606219410896301,-0.00515703996643424,-0.0008246982470154762,-0.007703200913965702,0.9959303140640259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.056234431758400524,0.7955605972464227,-0.5251006653285875,-0.06467038316574832,2.007696924802099,-0.12870209571310856,0.4097905307711166,1.266887508844,-0.10011478800189261,-1.0573268680940466,-0.29838404981794725,1.8953487739292767,-0.0903139711187289,0.8568141987752832,-0.06962045737098115,-0.32201138138771057,0.015101016499102116,-0.5788111090660095,-0.004306155722588301,0.0007764123729430139,-0.009116331115365028,0.9986363053321838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.05662603533465688,0.7960684928732314,-0.5243293411538343,-0.06459590379899591,2.0065248265713773,-0.1293677938252573,0.408477829256172,1.2712067251610224,-0.10018443042974069,-1.058956592621993,-0.2981793858862947,1.894989566041067,-0.0905268582664197,0.8562936518566153,-0.06961198856471555,-0.23395219445228577,0.011130406521260738,-0.44257012009620667,-0.002376470947638154,0.0016715966630727053,-0.008941024541854858,0.9976117014884949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.05696883796367684,0.7965550880569614,-0.5235669365622521,-0.06451957927370161,2.005367955565576,-0.13004943068681987,0.4071872580090135,1.2754766519963308,-0.10026047369904781,-1.0605962385391174,-0.29789902166110077,1.894640524120123,-0.0906626205850269,0.8558248500703782,-0.06960638534880065,-0.13450917601585388,0.01214496698230505,-0.2542564570903778,-0.004252751357853413,0.0016212532063946128,-0.012824855744838715,1.0002365112304688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.0572162357008392,0.7970231299688126,-0.522811120949496,-0.06444111131740986,2.0042254794688503,-0.13074884421880817,0.4058870610298711,1.279666159625079,-0.1003244220696825,-1.0622461103969822,-0.2976781502965358,1.8942819779935436,-0.09087607825567164,0.8552952915191422,-0.06959679353123215,-0.06897789239883423,0.01688939891755581,-0.13646821677684784,-0.008837341330945492,-0.00013781267625745386,-0.019613249227404594,-0.9938886165618896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.057366545332453535,0.7974760545072687,-0.5220596898251685,-0.06436022025318304,2.0030968860610794,-0.13146797176677516,0.4045548546941578,1.283757008692684,-0.10038021744087099,-1.0639037622359582,-0.29746586902259387,1.8939262760630204,-0.09108454543128244,0.8547471889169315,-0.06958921364456438,-0.01644180528819561,0.027124453336000443,-0.031553760170936584,-0.008244751021265984,-0.006132477894425392,-0.023604098707437515,-0.9943963885307312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.05744832335761648,0.7979142254654511,-0.5213143463991534,-0.06427799255070708,2.0019830642895715,-0.13220065686954968,0.40323146623263656,1.287798257947612,-0.10044072039626058,-1.0655728910991304,-0.29721577228949375,1.8935675019175113,-0.091261885778914,0.8542407087906941,-0.06958165086345705,-0.010735037736594677,0.03717408329248428,-0.006763693876564503,-0.006977474316954613,-0.023027781397104263,-0.019531704485416412,1.0008636713027954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.057488366188871216,0.7983401012118653,-0.5205756382480147,-0.06419600481870273,2.0008851156707497,-0.13293864116900808,0.4019449752366501,1.2918227697726974,-0.10049522372344134,-1.0672519240805138,-0.2969872794497374,1.8932020581317135,-0.09146251650446574,0.8537173459669701,-0.06957381487956145,0.00409143278375268,0.05107950419187546,0.010681265965104103,-0.005558766890317202,-0.06027509272098541,-0.012668837793171406,0.9966908693313599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.057489207934451,0.7987552386043064,-0.5198431306154145,-0.06411444598682019,1.9998029121144634,-0.13368118197156914,0.4006906247067035,1.2958231477280449,-0.10055393585227046,-1.0689419490353511,-0.29672372782755857,1.892834576328089,-0.09163689283080745,0.8532257341474996,-0.069566139530533,0.031177040189504623,0.09847576916217804,0.07188064604997635,-0.010791718028485775,-0.08010994642972946,-0.006427869666367769,0.9946514368057251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-0.4182227522119582,0.01433607476341714,-0.6606219637941122,-0.00515703979529826,-0.0008246982734691766,-0.0077032007975417205,0.995930324746251,-0.057457309774182216,0.7991594150125221,-0.5191171754821685,-0.06403313196242477,1.998736032452635,-0.1344292780370236,0.39946554579296906,1.2997939481180165,-0.10060610887731467,-1.0706414935881146,-0.2964844078503496,1.892461403917791,-0.09183826865400212,0.8527104984048731,-0.06955824229119197,0.03884269297122955,0.1159745305776596,0.11924123764038086,-0.011248269118368626,-0.0875563696026802,-0.002308707917109132,0.9995523691177368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,-0.5899207134720087,-0.010885819692134868,-0.43018985091209416,-0.0014697637246930823,-0.0037708884901920536,-0.03858803044096665,0.9967217165147066,-0.05773309196512265,0.7995212199757238,-0.518412777878652,-0.06395584172477288,1.997677531208107,-0.13516662708712399,0.3983009802509214,1.3035653390814168,-0.10065710266250848,-1.072350928356158,-0.296238365166333,1.8920850281308221,-0.09203511283698725,0.8522008475138387,-0.0695505238960585,-0.589920699596405,-0.010885819792747498,-0.430189847946167,-0.00146976369433105,-0.003770888550207019,-0.0385880321264267,0.9967217445373535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,-0.5899207134720087,-0.010885819692134868,-0.43018985091209416,-0.0014697637246930823,-0.0037708884901920536,-0.03858803044096665,0.9967217165147066,-0.05837778361516191,0.7997906411282191,-0.51775279159623,-0.0638877179154489,1.9966161201184704,-0.13587209215037102,0.39724905926027376,1.3069007397898194,-0.10070689690062222,-1.0740700921413555,-0.29598680116434817,1.891705435711461,-0.09222985419614436,0.851694005924974,-0.06954283392692676,-0.5529384613037109,-0.006290152203291655,-0.39673417806625366,-0.0013167153811082244,-0.0009098539594560862,-0.04177315533161163,0.9962814450263977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,-0.5899207134720087,-0.010885819692134868,-0.43018985091209416,-0.0014697637246930823,-0.0037708884901920536,-0.03858803044096665,0.9967217165147066,-0.05911169975243769,0.7999886424920898,-0.5171263169936403,-0.06382445403992114,1.9955553750579673,-0.13656301053012532,0.3962815483461339,1.3099299608180874,-0.10075015595097156,-1.0757983536840097,-0.2957646649489835,1.8913204234816936,-0.09246509455088624,0.8511530707842944,-0.06953292785800382,-0.42236602306365967,0.007600516080856323,-0.32839494943618774,-0.0025268944445997477,0.0032469506841152906,-0.043280769139528275,0.9978606700897217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,-0.5899207134720087,-0.010885819692134868,-0.43018985091209416,-0.0014697637246930823,-0.0037708884901920536,-0.03858803044096665,0.9967217165147066,-0.0597727061287855,0.8001349135567074,-0.5165234054995742,-0.06376295505884179,1.9944989267179365,-0.13725096970232584,0.39537795247762025,1.312744350463271,-0.1007924407047992,-1.0775358684027,-0.2955316870210005,1.890933063666174,-0.09268266433308756,0.8506244911655721,-0.06952483282321544,-0.2999855577945709,0.027799347415566444,-0.2577897310256958,-0.005714035592973232,-0.001824183389544487,-0.04025440663099289,0.9964919090270996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,-0.5899207134720087,-0.010885819692134868,-0.43018985091209416,-0.0014697637246930823,-0.0037708884901920536,-0.03858803044096665,0.9967217165147066,-0.060278661544180254,0.800246072757047,-0.5159358078872016,-0.06370061696887437,1.993449915919798,-0.13794566641143233,0.3945235450109036,1.3154089501523818,-0.10083892882150536,-1.0792830395132544,-0.29525742040202263,1.8905455226668386,-0.09285052827778334,0.8501377754392053,-0.06951935073793959,-0.1582297384738922,0.08886177092790604,-0.10679370909929276,-0.008965233340859413,-0.005665265489369631,-0.03443315625190735,0.9995646476745605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,-0.5899207134720087,-0.010885819692134868,-0.43018985091209416,-0.0014697637246930823,-0.0037708884901920536,-0.03858803044096665,0.9967217165147066,-0.060625296250213456,0.8003348898078203,-0.5153573590189824,-0.06363519953595985,1.9924107819602248,-0.13865546903862674,0.39370663550301954,1.3179707582666407,-0.10088426792323538,-1.0810396647253162,-0.29498596229745433,1.8901547104980023,-0.09304030840357251,0.8496379189717821,-0.06951107820607652,-0.09641491621732712,0.11911926418542862,-0.04866322875022888,-0.014292662963271141,-0.0029911284800618887,-0.0255952849984169,1.0009158849716187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
